Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass,SibSp,Parch
-0.5874163831059499,0.0,1.0,0.0,0.0,1.0,3,0,0
0.28486412332508704,0.0,1.0,1.0,0.0,0.0,2,1,0
-0.6508676429662412,0.0,1.0,1.0,0.0,0.0,3,0,0
-0.613449528580058,0.0,1.0,1.0,0.0,0.0,3,0,0
-0.6357620595199407,0.0,1.0,0.0,0.0,1.0,3,0,0
1.8776553007340793,1.0,0.0,0.0,0.0,1.0,1,1,1
0.3964267780245002,0.0,1.0,0.0,0.0,1.0,2,1,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.46818379589595205,1.0,0.0,0.0,0.0,1.0,2,0,0
0.24302812781280708,1.0,0.0,0.0,1.0,0.0,3,2,0
-0.6215824461076452,0.0,1.0,0.0,1.0,0.0,3,1,0
-1.0538877330678713,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
-0.6048480479027332,0.0,1.0,0.0,0.0,1.0,3,0,0
0.3964267780245002,0.0,1.0,0.0,0.0,1.0,2,0,0
-0.6271605788426159,1.0,0.0,0.0,0.0,1.0,3,0,0
0.6753334147730332,0.0,1.0,0.0,0.0,1.0,1,0,0
-0.26690803242000577,0.0,1.0,0.0,0.0,1.0,3,2,0
3.257311604472577,0.0,1.0,0.0,0.0,1.0,1,0,1
